Index       TIME             V(BULK)          V(DRAIN)           V(GATE)          V(SOURCE)       {-I(VDRAIN)}       {-I(VGATE)}       {-I(VBULK)}      {-I(VSOURCE)}  
106      1.04000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
107      1.05000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
108      1.06000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
109      1.07000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
110      1.08000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
111      1.09000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
112      1.10000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681619e-15   -0.00000000e+00    4.12119818e-11
113      1.11000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681619e-15   -0.00000000e+00    4.12119818e-11
114      1.12000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681619e-15   -0.00000000e+00    4.12119818e-11
115      1.13000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681619e-15   -0.00000000e+00    4.12119818e-11
116      1.14000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
117      1.15000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
118      1.16000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
119      1.17000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
120      1.18000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
121      1.19000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
122      1.20000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
123      1.21000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
124      1.22000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
125      1.23000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
126      1.24000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
127      1.25000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
128      1.26000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
129      1.27000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
130      1.28000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
131      1.29000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
132      1.30000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
133      1.31000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
134      1.32000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
135      1.33000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
136      1.34000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
137      1.35000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
138      1.36000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
139      1.37000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
140      1.38000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
141      1.39000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
142      1.40000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
143      1.41000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681619e-15   -0.00000000e+00    4.12119818e-11
144      1.42000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
145      1.43000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
146      1.44000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
147      1.45000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
148      1.46000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
149      1.47000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
150      1.48000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
151      1.49000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
152      1.50000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
153      1.50000000e-06    0.00000000e+00   -1.00000000e+00    0.00000000e+00    0.00000000e+00   -4.12219486e-11    9.96681618e-15   -0.00000000e+00    4.12119818e-11
End of Xyce(TM) Simulation
